Timestamp,Leeftijd,Achtergrond,GestemdePartij,GestemdePartijAnders,Ranking,Renaissance,Les Républicains,Les Écologistes,PS,PCF,Rassemblement National,Reconquête,LFI,C_partij,V0,V1,V2,V4,V5,V3,V6,V7,V8,V9,IdealCoalition,Feedback
28-4-2026 18:43:54,21-25,Doctorat,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,1,4,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""LFI"":60,""PCF"":20,""Les Écologistes"":20}",Certaines propositions de coalitions sont tout simplement aberrantes. Du reste je ne suis pas convaincu de la pertinence même du questionnement qui ne portent que sur des coalition d'étiquettes et d'appareils et ne tiennent aucun compte de la ligne politique suivie. 
28-4-2026 18:45:39,26-30,Licence,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-4,-1,-2,-1,-5,-5,3,Les Écologistes,A,A,A,B,B,A,A,B,A,A,"{""PCF"":15,""LFI"":70,""Les Écologistes"":15}",🐴 bon courage pour le projet
28-4-2026 18:45:49,31-40,Master,Renaissance,,Renaissance > PS > Les Républicains > Les Écologistes > PCF > Reconquête > Rassemblement National > LFI,1,0,-2,0,-3,-4,-4,-5,Les Écologistes,A,B,A,B,B,B,A,B,B,A,"{""PS"":50,""Renaissance"":50}",
28-4-2026 18:45:59,26-30,Doctorat,Les Écologistes,,Les Écologistes > PCF > LFI > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-2,-4,5,3,4,-5,-5,2,Renaissance,A,A,B,B,B,A,A,A,A,A,"{""Les Écologistes"":60,""PS"":10,""PCF"":20,""LFI"":10}",
28-4-2026 18:46:54,31-40,Master,Renaissance,,Renaissance > PS > PCF > Les Écologistes > LFI > Les Républicains > Rassemblement National > Reconquête,3,-3,0,2,1,-5,-5,-2,LFI,A,A,B,B,B,A,A,A,B,A,"{""Renaissance"":66,""PS"":34}","Certaines propositions de coalitions fantaisistes (en tout cas en avril 2026) mais ""moindre mal"" peuvent fausser les résultats.

Beau questionnaire sinon ! :)"
28-4-2026 18:49:12,31-40,Doctorat,Les Écologistes,,Les Écologistes > PS > PCF > Renaissance > Les Républicains > LFI > Rassemblement National > Reconquête,-1,-2,5,5,1,-5,-5,-3,Renaissance,A,A,A,B,B,A,A,B,A,A,"{""Les Écologistes"":35,""PS"":35,""PCF"":15,""LFI"":10,""Renaissance"":5}","C'est difficile de savoir si on veut construire la coalition qui correspond à ce qu'on désire dans l'absolu, ou une coalition réaliste compte tenu des équilibres politiques actuels.
"
28-4-2026 18:49:15,31-40,BTS / DUT,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-2,-2,3,2,4,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""LFI"":60,""PCF"":30,""Les Écologistes"":9,""PS"":1}",
28-4-2026 18:49:15,26-30,Licence,LFI,,PCF > PS > LFI > Les Écologistes > Rassemblement National > Les Républicains > Renaissance > Reconquête,-4,-2,2,3,4,1,-5,3,Les Républicains,A,B,A,A,A,A,B,A,B,B,"{""PS"":25,""PCF"":35,""LFI"":30,""Les Écologistes"":10}",
28-4-2026 18:51:44,40+,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,3,-5,4,-4,4,-5,-5,5,PS,A,A,A,B,B,A,A,A,A,A,"{""LFI"":58,""PCF"":32,""Les Écologistes"":10}",
28-4-2026 18:52:43,40+,BTS / DUT,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,2,-5,3,-5,-5,5,Renaissance,A,A,B,A,A,A,A,B,A,A,"{""LFI"":70,""PCF"":20,""Les Écologistes"":10}",
28-4-2026 18:53:07,26-30,Master,PCF,,PCF > LFI > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,1,5,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,A,"{""PCF"":70,""LFI"":15,""Les Écologistes"":10,""PS"":5}",
28-4-2026 18:57:21,18-20,Licence,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,-3,-4,-2,-5,-5,3,PCF,A,A,B,B,B,A,A,B,A,A,"{""LFI"":100}","Des questions comme : Question 4 : {LFI, Reconquête} ou {PS, Renaissance} n'ont que peu de sens, une alliance LFI-Renconquête semble parfaitement impossible et ma réponse à cette question est allée au hasard. (je ne semble pas être le seul par ailleurs : https://x.com/NathanGuedj_/status/2049162407117722074). Courage pour le mémoire :) !"
28-4-2026 18:57:38,40+,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,4,1,4,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""LFI"":51,""PCF"":20,""Les Écologistes"":20,""PS"":9}",
28-4-2026 18:58:42,18-20,Lycée,PCF,,PCF > LFI > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-4,2,-1,5,-5,-5,3,PS,A,A,B,B,B,A,B,A,A,A,"{""PCF"":95,""LFI"":5}",
28-4-2026 18:59:47,21-25,Master,Les Écologistes,,Les Écologistes > PS > LFI > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-4,5,5,5,-5,-5,4,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""Les Écologistes"":25,""PS"":30,""PCF"":15,""LFI"":30}",
28-4-2026 19:09:46,40+,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,4,0,5,-5,-5,5,Renaissance,A,A,A,A,A,A,A,A,B,A,"{""LFI"":51,""PCF"":20,""Les Écologistes"":17,""PS"":12}",
28-4-2026 19:12:22,26-30,Master,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,1,-3,1,-5,-5,5,PS,A,A,A,B,A,A,A,A,A,A,"{""LFI"":70,""PCF"":10,""Les Écologistes"":20}",
28-4-2026 19:12:56,26-30,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,-1,3,-5,-5,5,PS,A,A,B,B,B,A,A,A,A,A,"{""LFI"":51,""PCF"":20,""Les Écologistes"":20,""PS"":9}",
28-4-2026 19:13:02,31-40,Master,PS,,PS > Renaissance > PCF > LFI > Les Écologistes > Les Républicains > Reconquête > Rassemblement National,3,-1,-1,5,2,-3,-3,1,Les Républicains,A,A,A,A,A,A,B,B,B,B,"{""PS"":40,""Renaissance"":35,""LFI"":10,""Les Écologistes"":5,""PCF"":10}",
28-4-2026 19:13:56,40+,Master,Autre,"Il me semble que les dernières étaient les législatives, donc NFP. Sinon 2022 : LFI au 1er tour et Macron par défaut au second ",LFI > Les Écologistes > PCF > PS > Les Républicains > Renaissance > Reconquête > Rassemblement National,-5,-5,5,0,4,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,B,B,"{""PCF"":26,""LFI"":41,""Les Écologistes"":33}",
28-4-2026 19:15:02,21-25,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-4,1,1,5,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""LFI"":50,""PCF"":25,""Les Écologistes"":25}",
28-4-2026 19:24:46,26-30,Doctorat,LFI,,LFI > Les Écologistes > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,4,4,4,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""LFI"":50,""PCF"":15,""PS"":15,""Les Écologistes"":20}",
28-4-2026 19:26:35,40+,Lycée,LFI,,LFI > Les Écologistes > PCF > PS > Les Républicains > Renaissance > Rassemblement National > Reconquête,-5,-5,3,1,3,2,-5,4,Renaissance,A,A,A,B,B,B,A,A,B,B,"{""Les Écologistes"":31,""LFI"":30,""PCF"":30,""PS"":9}",
28-4-2026 19:29:50,26-30,Master,LFI,,LFI > Les Écologistes > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-1,-3,4,1,2,-5,-5,5,Renaissance,A,A,B,B,B,A,A,B,B,A,"{""LFI"":40,""Les Écologistes"":30,""PS"":20,""PCF"":10}",
28-4-2026 19:30:06,40+,Master,Les Écologistes,,Les Écologistes > LFI > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,4,1,1,-5,-5,3,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""LFI"":20,""Les Écologistes"":60,""PCF"":10,""PS"":10}",
28-4-2026 19:35:17,18-20,Licence,N'a pas voté,,LFI > PCF > Les Écologistes > PS > Les Républicains > Renaissance > Rassemblement National > Reconquête,-4,-3,1,-1,3,-5,-5,5,PS,A,A,A,B,B,A,A,B,A,A,"{""LFI"":75,""PCF"":15,""Les Écologistes"":10}",
28-4-2026 19:37:35,21-25,Doctorat,Renaissance,,Renaissance > PS > Les Républicains > Les Écologistes > PCF > LFI > Rassemblement National > Reconquête,2,1,1,2,0,-5,-5,-5,Rassemblement National,A,A,B,B,B,B,B,A,B,B,"{""Renaissance"":40,""PS"":40,""Les Écologistes"":10,""Les Républicains"":10}",
28-4-2026 19:40:34,26-30,Licence,N'a pas voté,,PS > Les Écologistes > LFI > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-1,-3,5,5,5,-5,-5,4,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""PS"":36,""LFI"":28,""Les Écologistes"":34,""PCF"":2}",
